(Level 1) ,(Level 2),(Level 3),(Level 4),Unit Type,Defintion,CMECS Version,Component Code,Unit Code
Modifiers,,,,CMECS Modifiers,"Modifiers are physicochemical, spatial, geological, biological, anthropogenic, and temporal variables with defined categorical values and ranges that are used to describe CMECS units. Modifiers can be applied when additional information is needed to further characterize an identified unit for individual applications. Modifiers provide additional environmental, structural, or biological information about the ecosystem; modifiers are useful for description and application- but they are not required for classification according to the CMECS schema. Modifiers are a dynamic component of the CMECS in the sense that users are free to apply additional local modifiers for their project needs as long as these are reported and do not conflict with modifiers outlined in this section.
The modifiers are organized by into general modifier types, and then listed alphabetically within the given type for easy reference. The general modifier types include Anthropogenic, Biogeographic, Biological, Physical, Physicochemical, Spatial, and Temporal.",2012-06,,
Modifiers,Anthropogenic Modifiers,,,CMECS Modifier Type,,2012-06,,
Modifiers,Anthropogenic Modifiers,Anthropogenic Impact,,CMECS Modifier,,2012-06,,AI
Modifiers,Anthropogenic Modifiers,Anthropogenic Impact,Aquaculture,CMECS Modifier Value,Areas and structures where shellfish or finfish are being raised or confined for harvest. This may also include fish traps and ponds or enclosures.,2012-06,,AI01
Modifiers,Anthropogenic Modifiers,Anthropogenic Impact,Contaminated,CMECS Modifier Value,"Areas affected by past or present anthropogenic discharge of unnatural or excessive amounts of compounds (such as nutrients, sewage, metals, pesticides, or other materials) to waters or substrates, which results in concentrations significantly higher than those attributable to natural loading.",2012-06,,AI02
Modifiers,Anthropogenic Modifiers,Anthropogenic Impact,Developed,CMECS Modifier Value,"Coastal or marine areas that have been modified by durable and persistent human construction (e.g., artificial reef, pier, seawall, marina, residence, or drilling platform).",2012-06,,AI03
Modifiers,Anthropogenic Modifiers,Anthropogenic Impact,Dredged,CMECS Modifier Value,"Landscape that is mechanically altered by the removal of sediments or other materials (e.g., shell) in order to deepen or widen channels (e.g., for navigation or alteration to hydrology).",2012-06,,AI04
Modifiers,Anthropogenic Modifiers,Anthropogenic Impact,Exotic,CMECS Modifier Value,Areas affected by human-mediated introduction of exotic species.,2012-06,,AI05
Modifiers,Anthropogenic Modifiers,Anthropogenic Impact,Filled Deposition Site,CMECS Modifier Value,Areas where materials (such as sand or shell) have been placed on (or in) an area of coast or a water body.,2012-06,,AI06
Modifiers,Anthropogenic Modifiers,Anthropogenic Impact,Impounded/Diverted,CMECS Modifier Value,"Areas where artificial construction impedes, redirects, or retains hydrological flow by building or placing barriers (e.g., dams, levees, dikes, berms, seawalls, or piers); these structures are designed to either retain water or to prevent inundation.",2012-06,,AI07
Modifiers,Anthropogenic Modifiers,Anthropogenic Impact,Restored,CMECS Modifier Value,Areas where restoration activities have been conducted; may include planted areas.,2012-06,,AI08
Modifiers,Anthropogenic Modifiers,Anthropogenic Impact,Scarred,CMECS Modifier Value,"Areas of scarring by natural or anthropogenic activities other than trawling or harvesting. Examples include ice scouring, vessel grounding, prop scarring, or other industrial activities.",2012-06,,AI09
Modifiers,Anthropogenic Modifiers,Anthropogenic Impact,Trawled/Harvested,CMECS Modifier Value,Areas affected by past or present trawling or shellfish harvesting.,2012-06,,AI10
Modifiers,Biogeographic Modifiers,,,CMECS Modifier Type,,2012-06,,
Modifiers,Biogeographic Modifiers,Primary Water Source,,CMECS Modifier,The Primary Water Source Modifier refers to the provenance of water flowing through or into a location. This can range from freshwater inputs (from watersheds and sloughs) to seawater exchanges through tidal passes.,2012-06,,PWS
Modifiers,Biogeographic Modifiers,Primary Water Source,Estuary,CMECS Modifier Value,Plume flow that is from the estuary.,2012-06,,PWS01
Modifiers,Biogeographic Modifiers,Primary Water Source,Local Estuary Exchange,CMECS Modifier Value,Tidal exchange that is primarily estuarine water.,2012-06,,PWS02
Modifiers,Biogeographic Modifiers,Primary Water Source,Local Ocean Exchange,CMECS Modifier Value,Tidal exchange that is primarily marine water at the marine end member interface.,2012-06,,PWS03
Modifiers,Biogeographic Modifiers,Primary Water Source,Marine,CMECS Modifier Value,Unidirectional flow that is primarily marine water.,2012-06,,PWS04
Modifiers,Biogeographic Modifiers,Primary Water Source,River,CMECS Modifier Value,Tidal exchange or plume flow that is primarily river water.,2012-06,,PWS05
Modifiers,Biogeographic Modifiers,Primary Water Source,Watershed,CMECS Modifier Value,Flowing freshwater from the upstream watershed.,2012-06,,PWS06
Modifiers,Biological Modifers,,,CMECS Modifier Type,,2012-06,,
Modifiers,Biological Modifers,Associated Taxa,Descriptive,CMECS Modifier,"The Associated Taxa Modifier is used in the Biotic Component to denote the presence of biota that are not a classification unit in CMECS; e.g., portunid crabs, groupers, gadids, barracuda, herring, all nekton, and other rapidly moving fauna. Further discussions on the use of Associated Taxa (as well as examples) are given under Co-occurring Elements, Section 10.6.2.",2012-06,,AT
Modifiers,Biological Modifers,Community Successional Stage,,CMECS Modifier,"The Community Successional Stage modifier is intended for use in the Biotic Component, Faunal Bed Class, Soft-sediment Fauna Subclass. In the ecological literature, successional stage is a concept used to characterize identifiable points along a continuum of sequential—and somewhat predictable—replacements of taxa following a major disturbance which opens up a relatively large space. These stages are based in part on the differing organism life-history strategies of biota, and in part on their resulting modifications to the physical environment (Odum 1969; Ritter, Montagna, and Applebaum 2005). Rosenberg (1976) pointed out that the same basic pattern of succession is seen in soft-sediment environments in many different parts of the world, in response to various stressors (e.g., organic input, temperature stress, or low oxygen), noting that species composition (but not the basic pattern) differs among settings. Early work on infaunal marine succession recognized that this process is a complex and continually varying response to a history of disturbance, and that “there is a complete spectrum in nature” (Johnson 1972). Nonetheless, there is (along this spectrum) a predictable pattern to benthic community structure that follows levels of stress and disturbance, and this is a very useful construct in understanding the environment (Rosenberg 2001). CMECS provides four modifiers for Community Stage in soft-sediment areas; these have been described previously (Pearson and Rosenberg 1976, 1978; Rhoads and Germano 1982, 1986; Nilsson and Rosenberg 1997, 2000) and are shown in Figure 10.1.",2012-06,,CSS
Modifiers,Biological Modifers,Community Successional Stage,Stage 0,CMECS Modifier Value,"These oligozoic soft-sediment areas show little evidence of multi-cellular life; however, benthic samples that are retrieved and processed under magnification from Stage 0 stations will generally produce low numbers of small macrofauna or meiofauna. Multicellular fauna will not be obvious to the unassisted eye when examining sediment, and it will not be obvious in high-resolution images of the seafloor. Bacterial mats may be present. If examining sediment profile images, guidelines from Rhoads and Germano (1982, 1986) can be followed or the Nilsson-Rosenberg BHQ metrics (Nilsson and Rosenberg 1997, 2000) can be used (BHQ values for Stage 0 will range from 0 to 1.99). No evidence of active bioturbation exists, and aRPD depths are typically < 2 millimeters.",2012-06,,CSS01
Modifiers,Biological Modifers,Community Successional Stage,Stage 1,CMECS Modifier Value,"These associations are inhabited by small opportunistic fauna (e.g., capitellids and spionids) in the upper centimeter of sediment. Larger fauna are not present, although juvenile individuals of larger species may occur. Names of small, opportunistic local species typical of Stage 1 are available in the regional literature. Surface expressions include small tubes (< 2 millimeters in diameter) of polychaetes or other fauna, or evidence of oligochaete burrowing activities. Subsurface evidence of either small worms or small burrow structures will primarily occur in the upper centimeter of sediment. If examining sediment profile images, guidelines from Rhoads and Germano (1982, 1986) can be followed or the Nilsson-Rosenberg BHQ metrics (Nilsson and Rosenberg 1997, 2000) can be used (Stage 1 BHQ values will range from 2 to < 5). Bioturbation depths will be shallow, with an aRPD depth typically > 2 millimeters to < 2 centimeters.",2012-06,,CSS02
Modifiers,Biological Modifers,Community Successional Stage,Stage 2,CMECS Modifier Value,"Communities are characterized by fauna of intermediate sizes typically inhabiting the upper 2-4 centimeters of sediment. This stage is considered transitional and is often variable; in a percentage of samples it will be difficult to clearly distinguish Stage 2 from other stages within the continuous spectrum presented by natural environments. Regional literature identifying species typical of Stage 2 may be referenced. Surface evidence of Stage 2 communities includes openings to small burrows (defined as excavations with a lumen width < 1 centimeter) and the presence of mid-sized tube dwelling fauna (e.g., robust Ampelisca tube mats; tubes > 2 millimeters in diameter; or tubes longer than 30 millimeters if very thin). Subsurface evidence includes burrows of polychaetes or other fauna in the upper 2-4 centimeters of sediment, small shallow-dwelling opportunistic bivalves, and small feeding voids in the upper 4 centimeters of sediment. If examining sediment profile images, guidelines from Rhoads and Germano (1982, 1986) can be followed or the Nilsson-Rosenberg BHQ metrics (Nilsson and Rosenberg 1997, 2000) can be used (BHQ for Stage 2 will range from 5 to 10).",2012-06,,CSS03
Modifiers,Biological Modifers,Community Successional Stage,Stage 3,CMECS Modifier Value,"These communities are identified by larger, long-lived, deep burrowing fauna or by evidence of the activities of those fauna; burrowing activities typically extend deeper than 5 centimeters. Characteristic species vary among localities and among environments; species can be identified through regionally appropriate literature. Common surface expression may include very large tube-building fauna (> 3 millimeters in diameter or > 30 mm in length), larger fecal mounds, burrowing urchins or ophiuroids, pits or tunnel openings (e.g., crustacean excavations with a lumen width of > 1 centimeter), or large digging spoils associated with pits or tunnels. Subsurface characteristics include oxygenated or active faunal feeding voids at 5 centimeters or deeper, active tunnels (subsurface excavations with a lumen width of > 1 centimeter) at depth, or presence of large polychaetes or other fauna. Frequently, evidence of smaller, opportunistic fauna will also be present in Stage 3 communities; these fauna are not necessarily eliminated by larger fauna. If evaluating sediment profile images, guidelines from Rhoads and Germano (1982, 1986) can be followed, or the Nilsson-Rosenberg Benthic Habitat Quality (BHQ) metric (Nilsson and Rosenberg 1997, 2000) can be used (Stage 3 will have BHQ > 10). Extensive bioturbation will be evidenced by deep RPD and aRPD depths.",2012-06,,CSS04
Modifiers,Biological Modifers,Invertebrate Community Organism Size,,CMECS Modifier,"The Invertebrate Community Organism Size modifier is intended for use in the Biotic Component, Faunal Bed Class. Ecological theory of community succession and disturbance posits that less frequently disturbed environments will provide the stability to support longer-lived communities of larger organisms, while frequently disturbed environments will be characterized by smaller and shorter-lived organisms. Faunal Bed communities are often complex, with a wide range of individual organisms and species occurring in many sizes to fill a variety of ecological niches. CMECS provides a coarse set of Organism Size Modifiers to describe Faunal Bed communities through sizes of the larger organisms that are evident in an observational unit. Many different methods have historically been proposed to distinguish macrofauna from megafauna—ranging from “visible to the unassisted eye,” to retention on various screen sizes, to inclusion only of
much larger organisms. The CMECS criterion used to identify megafauna is a body size > 1 cm (in the smallest dimension). Importantly, this modifier describes the defining, significant, or dominant organisms that best characterize a community, recognizing that most communities include a variety of organisms that occur in both large and small individual sizes.",2012-06,,ICO
Modifiers,Biological Modifers,Invertebrate Community Organism Size,Large Megafauna,CMECS Modifier Value,"Benthic invertebrate communities that are dominated by organisms that typically reach a body size of > 3 to 10 centimeters in the smallest dimension (e.g., height, width), with this measurement not to include the length of slender, lateral protrusions (such as arms or tentacles).",2012-06,,ICOS01
Modifiers,Biological Modifers,Invertebrate Community Organism Size,Megafauna,CMECS Modifier Value,"Benthic invertebrate communities that are dominated by organisms that typically reach a body size of > 1 to 3 centimeters in the smallest dimension (e.g., height, width), with this measurement not to include the length of slender, lateral protrusions (such as arms or tentacles). These communities may be identified by evidence of these fauna (e.g., large mounds or pit or tunnel openings of > 1 to 3 centimeters).",2012-06,,ICOS02
Modifiers,Biological Modifers,Invertebrate Community Organism Size,Large Macrofauna,CMECS Modifier Value,Benthic invertebrate communities that are dominated by organisms with a body width (smallest dimension) of > 2 millimeters to 1 centimeter; living organisms larger than this size range are rare in these infaunal or epifaunal associations.,2012-06,,ICOS03
Modifiers,Biological Modifers,Invertebrate Community Organism Size,Small Macrofauna,CMECS Modifier Value,Benthic invertebrate communities that are dominated by organisms with a body width (smallest dimension) of > 0.5 to 2 millimeters; living organisms larger than this size range are rare in these infaunal or epifaunal associations.,2012-06,,ICOS04
Modifiers,Biological Modifers,Invertebrate Community Organism Size,Meiofauna,CMECS Modifier Value,"Benthic invertebrate communities that are dominated by organisms with a body width (smallest dimension) of 0.5 mm or less, that would typically pass through an 0.5 mm sieve but be retained on an 0.25 mm sieve. Living organisms larger than this size range are rare in the infaunal or epifaunal association; the modifier may be applied to any classification unit within Faunal Bed.",2012-06,,ICOS05
Modifiers,Biological Modifers,Phytoplankton Productivity,,CMECS Modifier,"Productivity is a general categorization of the level of primary productivity—that is, the photosynthetic activity of autotrophs, including plankton, benthic microalgae, macroalgae, and vascular vegetation. The density of phytoplankton can be estimated by measuring the level of chlorophyll a in the water column, since all phytoplankton contain this fluorescent pigment enabling the harvesting of light. This measure also indirectly reflects the abundance of dissolved labile macronutrients (DIN and DIP), which phytoplankton use in photosynthetic processes. In broad terms, chlorophyll a content reflects net productivity, giving an indication of the trophic status of the system or the balance of primary production; secondary consumption by zooplankton, fish, and predators; and export from the system. Productivity is indicated by chlorophyll a concentration in water columns and by total biomass in macroalgal and rooted vascular plant communities. For water column phytoplankton communities, the modifier categories were derived, with modification, from the NOAA Estuarine Eutrophication Survey (NOAA 1997).",2012-06,,PP
Modifiers,Biological Modifers,Phytoplankton Productivity,Oligotrophic,CMECS Modifier Value,< 5 µg/L chlorophyll a,2012-06,,PP01
Modifiers,Biological Modifers,Phytoplankton Productivity,Mesotrophic,CMECS Modifier Value,5 to < 50 µg/L chlorophyll a,2012-06,,PP02
Modifiers,Biological Modifers,Phytoplankton Productivity,Eutrophic,CMECS Modifier Value,≥ 50 µg/L chlorophyll a,2012-06,,PP03
Modifiers,Biological Modifers,Macrovegetation Productivity,,CMECS Modifier,"Productivity is a general categorization of the level of primary productivity—that is, the photosynthetic activity of autotrophs, including plankton, benthic microalgae, macroalgae, and vascular vegetation. The density of phytoplankton can be estimated by measuring the level of chlorophyll a in the water column, since all phytoplankton contain this fluorescent pigment enabling the harvesting of light. This measure also indirectly reflects the abundance of dissolved labile macronutrients (DIN and DIP), which phytoplankton use in photosynthetic processes. In broad terms, chlorophyll a content reflects net productivity, giving an indication of the trophic status of the system or the balance of primary production; secondary consumption by zooplankton, fish, and predators; and export from the system. Productivity is indicated by chlorophyll a concentration in water columns and by total biomass in macroalgal and rooted vascular plant communities. For water column phytoplankton communities, the modifier categories were derived, with modification, from the NOAA Estuarine Eutrophication Survey (NOAA 1997).",2012-06,,MP
Modifiers,Biological Modifers,Macrovegetation Productivity,Oligotrophic,CMECS Modifier Value,< 50 mg dry wt/m2 biomass,2012-06,,MP01
Modifiers,Biological Modifers,Macrovegetation Productivity,Mesotrophic,CMECS Modifier Value,"50 to < 1,000 mg dry wt/m2 biomass",2012-06,,MP02
Modifiers,Biological Modifers,Macrovegetation Productivity,Eutrophic,CMECS Modifier Value,"≥ 1,000 mg dry wt/m2 biomass",2012-06,,MP03
Modifiers,Temporal Modifiers,,,CMECS Modifier Type,,2012-06,,
Modifiers,Temporal Modifiers,Temporal Persistence,,CMECS Modifier,,2012-06,,TP
Modifiers,Temporal Modifiers,Temporal Persistence,Stochastic,CMECS Modifier Value,"The Temporal Persistence Modifier describes the permanency or variability of a hydromorphic, geomorphic, or biological feature.",2012-06,,TP01
Modifiers,Temporal Modifiers,Temporal Persistence,Hours,CMECS Modifier Value,,2012-06,,TP02
Modifiers,Temporal Modifiers,Temporal Persistence,Days,CMECS Modifier Value,,2012-06,,TP03
Modifiers,Temporal Modifiers,Temporal Persistence,Weeks,CMECS Modifier Value,,2012-06,,TP04
Modifiers,Temporal Modifiers,Temporal Persistence,Months,CMECS Modifier Value,,2012-06,,TP05
Modifiers,Temporal Modifiers,Temporal Persistence,Years,CMECS Modifier Value,,2012-06,,TP06
Modifiers,Temporal Modifiers,Temporal Persistence,Inter-Annual,CMECS Modifier Value,,2012-06,,TP07
Modifiers,Temporal Modifiers,Temporal Persistence,Decades,CMECS Modifier Value,,2012-06,,TP08
Modifiers,Temporal Modifiers,Temporal Persistence,Centuries,CMECS Modifier Value,,2012-06,,TP09
Modifiers,Physical Modifiers,,,CMECS Modifier Type,,2012-06,,
Modifiers,Physical Modifiers,Energy Direction,,CMECS Modifier,"Energy can be classified according to its principal direction of travel or influence. In the case of tidal energy, this is generally an oscillation between onshore and offshore motions. In the case of currents and waves, the energy is usually directional.",2012-06,,ED
Modifiers,Physical Modifiers,Energy Direction,Baroclinic,CMECS Modifier Value,Motion along lines of equal pressure within the water column.,2012-06,,ED01
Modifiers,Physical Modifiers,Energy Direction,Circular,CMECS Modifier Value,"Motion in a closed, circular form.",2012-06,,ED02
Modifiers,Physical Modifiers,Energy Direction,Downward,CMECS Modifier Value,Descending and perpendicular to the sea surface or bottom.,2012-06,,ED03
Modifiers,Physical Modifiers,Energy Direction,Horizontal,CMECS Modifier Value,Parallel to the sea surface or bottom.,2012-06,,ED04
Modifiers,Physical Modifiers,Energy Direction,Mixed,CMECS Modifier Value,Combination of more than one of above directions.,2012-06,,ED05
Modifiers,Physical Modifiers,Energy Direction,Seaward,CMECS Modifier Value,"On land, water currents following a topographic gradient toward the sea.",2012-06,,ED06
Modifiers,Physical Modifiers,Energy Direction,Upward,CMECS Modifier Value,Ascending and perpendicular to the sea surface or bottom.,2012-06,,ED07
Modifiers,Physical Modifiers,Energy Intensity,,CMECS Modifier,Energy Intensity is classified into four categories as shown on Table 10.8.,2012-06,,EI
Modifiers,Physical Modifiers,Energy Intensity,Very Low Energy,CMECS Modifier Value,Area experiences little current motion under most conditions.,2012-06,,EI01
Modifiers,Physical Modifiers,Energy Intensity,Low Energy,CMECS Modifier Value,Area typically experiences very weak currents (0-1 knots).,2012-06,,EI02
Modifiers,Physical Modifiers,Energy Intensity,Moderate Energy,CMECS Modifier Value,Area regularly experiences moderate tidal currents (> 1-3 knots).,2012-06,,EI03
Modifiers,Physical Modifiers,Energy Intensity,High Energy,CMECS Modifier Value,Area regularly experiences strong currents (> 3 knots).,2012-06,,EI04
